congress,chamber,bioguide,last_name,state,district,party,votes,agree_pct,predicted_agree,net_trump_vote
116,house,C001111,Crist,FL,13,D,89,0.06741573,0.18763923,-3.2
117,house,C001111,Crist,FL,13,D,3,0,0.15672515,-3.2
0,house,C001112,Carbajal,CA,24,Democrat,184,0.217391304,0.20062784,-20.2
115,house,C001112,Carbajal,CA,24,D,92,0.369565217,0.32095168,-20.2
116,house,C001112,Carbajal,CA,24,D,89,0.06741573,0.08248996,-20.2
117,house,C001112,Carbajal,CA,24,D,3,0,0.01545351,-20.2
0,house,C001114,Curtis,UT,3,Republican,133,0.909774436,0.90157743,23.9
115,house,C001114,Curtis,UT,3,R,45,0.955555556,0.92881366,23.9
116,house,C001114,Curtis,UT,3,R,85,0.905882353,0.8936547,23.9
117,house,C001114,Curtis,UT,3,R,3,0.333333333,0.71751122,23.9
0,house,C001115,Cloud,TX,27,Republican,103,0.912621359,0.89749207,23.6
115,house,C001115,Cloud,TX,27,R,11,0.909090909,0.96460073,23.6
116,house,C001115,Cloud,TX,27,R,89,0.91011236,0.89543249,23.6
117,house,C001115,Cloud,TX,27,R,3,1,0.71252774,23.6
0,house,C001116,Clyde,GA,9,Republican,3,1,0.98707721,58.5
117,house,C001116,Clyde,GA,9,R,3,1,0.98707721,58.5
0,house,C001117,Casten,IL,6,Democrat,92,0.065217391,0.1356098,-7
116,house,C001117,Casten,IL,6,D,89,0.06741573,0.13672187,-7
117,house,C001117,Casten,IL,6,D,3,0,0.10261846,-7
0,house,C001118,Cline,VA,6,Republican,92,0.945652174,0.89655248,24.8
116,house,C001118,Cline,VA,6,R,89,0.943820225,0.90209463,24.8
117,house,C001118,Cline,VA,6,R,3,1,0.73213525,24.8
0,house,C001119,Craig,MN,2,Democrat,92,0.065217391,0.29253365,1.2
116,house,C001119,Craig,MN,2,D,89,0.06741573,0.29439384,1.2
117,house,C001119,Craig,MN,2,D,3,0,0.23734805,1.2
0,house,C001120,Crenshaw,TX,2,Republican,90,0.888888889,0.60218921,9.3
116,house,C001120,Crenshaw,TX,2,R,87,0.908045977,0.60854269,9.3
117,house,C001120,Crenshaw,TX,2,R,3,0.333333333,0.41793821,9.3
0,house,C001121,Crow,CO,6,Democrat,92,0.065217391,0.11967983,-8.9
116,house,C001121,Crow,CO,6,D,89,0.06741573,0.12097683,-8.9
117,house,C001121,Crow,CO,6,D,3,0,0.0812021,-8.9
0,house,C001122,Cunningham,SC,1,Democrat,88,0.102272727,0.73340967,13.1
116,house,C001122,Cunningham,SC,1,D,88,0.102272727,0.73340967,13.1
0,house,C001123,Cisneros,CA,39,Democrat,89,0.06741573,0.12314423,-8.6
116,house,C001123,Cisneros,CA,39,D,89,0.06741573,0.12314423,-8.6
0,house,C001124,Cox,CA,21,Democrat,88,0.068181818,0.09298711,-15.5
116,house,C001124,Cox,CA,21,D,88,0.068181818,0.09298711,-15.5
0,house,D000032,Donalds,FL,19,Republican,3,1,0.68679001,22.1
117,house,D000032,Donalds,FL,19,R,3,1,0.68679001,22.1
0,house,D000096,Davis,IL,7,Democrat,174,0.097701149,0.08519921,-78.2
115,house,D000096,Davis,IL,7,D,84,0.130952381,0.11584681,-78.2
116,house,D000096,Davis,IL,7,D,87,0.068965517,0.05854633,-78.2
117,house,D000096,Davis,IL,7,D,3,0,6.00E-08,-78.2
0,house,D000191,DeFazio,OR,4,Democrat,180,0.144444444,0.47003859,-0.1
115,house,D000191,DeFazio,OR,4,D,91,0.241758242,0.68581069,-0.1
116,house,D000191,DeFazio,OR,4,D,86,0.046511628,0.25073295,-0.1
117,house,D000191,DeFazio,OR,4,D,3,0,0.21171316,-0.1
0,house,D000197,DeGette,CO,1,Democrat,182,0.098901099,0.11156996,-45.8
115,house,D000197,DeGette,CO,1,D,90,0.133333333,0.16146126,-45.8
116,house,D000197,DeGette,CO,1,D,89,0.06741573,0.064874,-45.8
117,house,D000197,DeGette,CO,1,D,3,0,1.44E-04,-45.8
0,house,D000216,DeLauro,CT,3,Democrat,181,0.138121547,0.2390152,-15.5
115,house,D000216,DeLauro,CT,3,D,92,0.206521739,0.38094163,-15.5
116,house,D000216,DeLauro,CT,3,D,86,0.069767442,0.09439545,-15.5
117,house,D000216,DeLauro,CT,3,D,3,0,0.03237103,-15.5
0,house,D000399,Doggett,TX,35,Democrat,187,0.122994652,0.14980526,-33.6
115,house,D000399,Doggett,TX,35,D,96,0.15625,0.22669184,-33.6
116,house,D000399,Doggett,TX,35,D,88,0.090909091,0.07098484,-33.6
117,house,D000399,Doggett,TX,35,D,3,0,0.00149993,-33.6
0,house,D000482,Doyle,PA,18,Democrat,185,0.156756757,0.14713103,-27.5
115,house,D000482,Doyle,PA,14,D,94,0.234042553,0.2190927,-35.5
116,house,D000482,Doyle,PA,18,D,88,0.079545455,0.07512636,-27.5
117,house,D000482,Doyle,PA,18,D,3,0,0.00446902,-27.5
0,house,D000533,Duncan,TN,2,Republican,95,0.8,0.94941568,35.4
115,house,D000533,Duncan,TN,2,R,95,0.8,0.94941568,35.4
0,house,D000598,Davis,CA,53,Democrat,183,0.142076503,0.14858819,-34.9
115,house,D000598,Davis,CA,53,D,95,0.210526316,0.22113211,-34.9
116,house,D000598,Davis,CA,53,D,88,0.068181818,0.07027374,-34.9
0,house,D000600,Diaz-Balart,FL,25,Republican,183,0.907103825,0.52531596,1.8
115,house,D000600,Diaz-Balart,FL,25,R,93,0.946236559,0.72943294,1.8
116,house,D000600,Diaz-Balart,FL,25,R,87,0.862068966,0.31662844,1.8
117,house,D000600,Diaz-Balart,FL,25,R,3,1,0.2496273,1.8
0,house,D000604,Dent,PA,15,Republican,71,0.929577465,0.81930283,7.6
115,house,D000604,Dent,PA,15,R,71,0.929577465,0.81930283,7.6
0,house,D000610,Deutch,FL,22,Democrat,183,0.136612022,0.22972809,-15.8
115,house,D000610,Deutch,FL,22,D,92,0.206521739,0.36786158,-15.8
116,house,D000610,Deutch,FL,22,D,88,0.068181818,0.09209282,-15.8
117,house,D000610,Deutch,FL,22,D,3,0,0.03093581,-15.8
0,house,D000612,Denham,CA,10,Republican,95,0.978947368,0.62855983,-3
115,house,D000612,Denham,CA,10,R,95,0.978947368,0.62855983,-3
0,house,D000614,Duffy,WI,7,Republican,136,0.933823529,0.91724978,20.5
115,house,D000614,Duffy,WI,7,R,93,0.935483871,0.92736971,20.5
116,house,D000614,Duffy,WI,7,R,43,0.930232558,0.89536251,20.5
0,house,D000615,Duncan,SC,3,Republican,181,0.928176796,0.94130934,38
115,house,D000615,Duncan,SC,3,R,93,0.892473118,0.95159438,38
116,house,D000615,Duncan,SC,3,R,85,0.964705882,0.9317466,38
117,house,D000615,Duncan,SC,3,R,3,1,0.89341714,38
0,house,D000616,DesJarlais,TN,4,Republican,184,0.923913043,0.94063444,41.2
115,house,D000616,DesJarlais,TN,4,R,96,0.916666667,0.95078451,41.2
116,house,D000616,DesJarlais,TN,4,R,85,0.929411765,0.92994471,41.2
117,house,D000616,DesJarlais,TN,4,R,3,1,0.91870787,41.2
0,house,D000617,DelBene,WA,1,Democrat,186,0.150537634,0.23293179,-16.3
115,house,D000617,DelBene,WA,1,D,95,0.231578947,0.37090773,-16.3
116,house,D000617,DelBene,WA,1,D,88,0.068181818,0.09094408,-16.3
117,house,D000617,DelBene,WA,1,D,3,0,0.02866636,-16.3
0,house,D000619,Davis,IL,13,Republican,187,0.887700535,0.6259856,5.5
115,house,D000619,Davis,IL,13,R,96,0.96875,0.79376206,5.5
116,house,D000619,Davis,IL,13,R,88,0.818181818,0.45303827,5.5
117,house,D000619,Davis,IL,13,R,3,0.333333333,0.33026039,5.5
0,house,D000620,Delaney,MD,6,Democrat,93,0.344086022,0.38482536,-15.1
115,house,D000620,Delaney,MD,6,D,93,0.344086022,0.38482536,-15.1
0,house,D000621,DeSantis,FL,6,Republican,87,0.942528736,0.91059529,17
115,house,D000621,DeSantis,FL,6,R,87,0.942528736,0.91059529,17
0,house,D000623,DeSaulnier,CA,11,Democrat,184,0.086956522,0.11716848,-48.8
115,house,D000623,DeSaulnier,CA,11,D,94,0.106382979,0.17949632,-48.8
116,house,D000623,DeSaulnier,CA,11,D,87,0.068965517,0.05386336,-48.8
117,house,D000623,DeSaulnier,CA,11,D,3,0,7.78E-05,-48.8
0,house,D000624,Dingell,MI,12,Democrat,186,0.134408602,0.17209796,-26.3
115,house,D000624,Dingell,MI,12,D,95,0.2,0.26630704,-26.3
116,house,D000624,Dingell,MI,12,D,88,0.068181818,0.07607409,-26.3
117,house,D000624,Dingell,MI,12,D,3,0,0.005511,-26.3
0,house,D000625,Donovan,NY,11,Republican,94,0.872340426,0.85056875,9.8
115,house,D000625,Donovan,NY,11,R,94,0.872340426,0.85056875,9.8
0,house,D000626,Davidson,OH,8,Republican,184,0.89673913,0.93630559,34.5
115,house,D000626,Davidson,OH,8,R,95,0.863157895,0.94889761,34.5
116,house,D000626,Davidson,OH,8,R,86,0.930232558,0.92506081,34.5
117,house,D000626,Davidson,OH,8,R,3,1,0.85990865,34.5
0,house,D000627,Demings,FL,10,Democrat,188,0.14893617,0.17029734,-26.9
115,house,D000627,Demings,FL,10,D,96,0.229166667,0.26398276,-26.9
116,house,D000627,Demings,FL,10,D,89,0.06741573,0.07481644,-26.9
117,house,D000627,Demings,FL,10,D,3,0,0.00496388,-26.9
0,house,D000628,Dunn,FL,2,Republican,180,0.977777778,0.95433257,35.6
115,house,D000628,Dunn,FL,2,R,95,0.989473684,0.95481108,35.6
116,house,D000628,Dunn,FL,2,R,82,0.963414634,0.9568225,35.6
117,house,D000628,Dunn,FL,2,R,3,1,0.87112211,35.6
0,house,D000629,Davids,KS,3,Democrat,92,0.076086957,0.22765395,-1.2
116,house,D000629,Davids,KS,3,D,89,0.078651685,0.22888416,-1.2
117,house,D000629,Davids,KS,3,D,3,0,0.1911577,-1.2
0,house,D000630,Delgado,NY,19,Democrat,92,0.065217391,0.49952389,6.8
116,house,D000630,Delgado,NY,19,D,89,0.06741573,0.50422741,6.8
117,house,D000630,Delgado,NY,19,D,3,0,0.35998605,6.8
0,house,D000631,Dean,PA,4,Democrat,92,0.054347826,0.08178498,-19.3
116,house,D000631,Dean,PA,4,D,89,0.056179775,0.08393898,-19.3
117,house,D000631,Dean,PA,4,D,3,0,0.01788294,-19.3
0,house,E000179,Engel,NY,16,Democrat,181,0.104972376,0.12156127,-52.6
115,house,E000179,Engel,NY,16,D,93,0.161290323,0.1788514,-52.6
116,house,E000179,Engel,NY,16,D,88,0.045454545,0.06101601,-52.6
0,house,E000215,Eshoo,CA,18,Democrat,181,0.132596685,0.11658479,-53.2
115,house,E000215,Eshoo,CA,18,D,91,0.197802198,0.1707127,-53.2
116,house,E000215,Eshoo,CA,18,D,87,0.068965517,0.06398735,-53.2
117,house,E000215,Eshoo,CA,18,D,3,0,3.03E-05,-53.2
0,house,E000288,Ellison,MN,5,Democrat,81,0.098765432,0.15714956,-55.2
115,house,E000288,Ellison,MN,5,D,81,0.098765432,0.15714956,-55.2
0,house,E000293,Esty,CT,5,Democrat,95,0.263157895,0.60428275,-4.1
115,house,E000293,Esty,CT,5,D,95,0.263157895,0.60428275,-4.1
0,house,E000294,Emmer,MN,6,Republican,176,0.892045455,0.91780661,25.7
115,house,E000294,Emmer,MN,6,R,94,0.893617021,0.94071412,25.7
116,house,E000294,Emmer,MN,6,R,79,0.911392405,0.89706353,25.7
117,house,E000294,Emmer,MN,6,R,3,0.333333333,0.74627252,25.7
0,house,E000296,Evans,PA,3,Democrat,184,0.119565217,0.09849019,-83.9
115,house,E000296,Evans,PA,2,D,94,0.180851064,0.13939185,-82.8
116,house,E000296,Evans,PA,3,D,87,0.057471264,0.05769381,-83.9
117,house,E000296,Evans,PA,3,D,3,0,1.00E-08,-83.9
0,house,E000297,Espaillat,NY,13,Democrat,188,0.106382979,0.0945527,-86.9
115,house,E000297,Espaillat,NY,13,D,96,0.114583333,0.13325221,-86.9
116,house,E000297,Espaillat,NY,13,D,89,0.101123596,0.05599657,-86.9
117,house,E000297,Espaillat,NY,13,D,3,0,0,-86.9
0,house,E000298,Estes,KS,4,Republican,161,0.956521739,0.9144074,27.2
115,house,E000298,Estes,KS,4,R,70,0.942857143,0.92474856,27.2
116,house,E000298,Estes,KS,4,R,88,0.965909091,0.91114655,27.2
117,house,E000298,Estes,KS,4,R,3,1,0.76876529,27.2
0,house,E000299,Escobar,TX,16,Democrat,91,0.054945055,0.06534276,-40.7
116,house,E000299,Escobar,TX,16,D,88,0.056818182,0.06755684,-40.7
117,house,E000299,Escobar,TX,16,D,3,0,3.96E-04,-40.7
0,house,F000246,Fallon,TX,4,Republican,3,1,0.97676657,53.6
117,house,F000246,Fallon,TX,4,R,3,1,0.97676657,53.6
0,house,F000372,Frelinghuysen,NJ,11,Republican,94,0.893617021,0.71058572,0.9
115,house,F000372,Frelinghuysen,NJ,11,R,94,0.893617021,0.71058572,0.9
0,house,F000446,Feenstra,IA,4,Republican,3,0.333333333,0.77166435,27.4
117,house,F000446,Feenstra,IA,4,R,3,0.333333333,0.77166435,27.4
0,house,F000448,Franks,AZ,8,Republican,56,0.928571429,0.93813828,21.1
115,house,F000448,Franks,AZ,8,R,56,0.928571429,0.93813828,21.1
0,house,F000449,Fortenberry,NE,1,Republican,182,0.923076923,0.90605588,21.3
115,house,F000449,Fortenberry,NE,1,R,94,0.978723404,0.92876619,21.3
116,house,F000449,Fortenberry,NE,1,R,85,0.882352941,0.88918399,21.3
117,house,F000449,Fortenberry,NE,1,R,3,0.333333333,0.67250317,21.3
0,house,F000450,Foxx,NC,5,Republican,187,0.919786096,0.87151922,17.6
115,house,F000450,Foxx,NC,5,R,96,0.927083333,0.91454741,17.6
116,house,F000450,Foxx,NC,5,R,88,0.920454545,0.8337868,17.6
117,house,F000450,Foxx,NC,5,R,3,0.666666667,0.60143495,17.6
0,house,F000454,Foster,IL,11,Democrat,186,0.150537634,0.18380815,-23.5
115,house,F000454,Foster,IL,11,D,94,0.234042553,0.28942632,-23.5
116,house,F000454,Foster,IL,11,D,89,0.06741573,0.07815158,-23.5
117,house,F000454,Foster,IL,11,D,3,0,0.00891693,-23.5
0,house,F000455,Fudge,OH,11,Democrat,182,0.115384615,0.11038741,-63.5
115,house,F000455,Fudge,OH,11,D,93,0.172043011,0.15868143,-63.5
116,house,F000455,Fudge,OH,11,D,86,0.058139535,0.0620131,-63.5
117,house,F000455,Fudge,OH,11,D,3,0,2.79E-06,-63.5
0,house,F000459,Fleischmann,TN,3,Republican,188,0.968085106,0.93830165,35.2
115,house,F000459,Fleischmann,TN,3,R,96,0.979166667,0.94970841,35.2
116,house,F000459,Fleischmann,TN,3,R,89,0.95505618,0.92839718,35.2
117,house,F000459,Fleischmann,TN,3,R,3,1,0.86711798,35.2
0,house,F000460,Farenthold,TX,27,Republican,70,0.928571429,0.93524181,23.6
115,house,F000460,Farenthold,TX,27,R,70,0.928571429,0.93524181,23.6
0,house,F000461,Flores,TX,17,Republican,180,0.961111111,0.87688846,17.5
115,house,F000461,Flores,TX,17,R,95,0.989473684,0.91383346,17.5
116,house,F000461,Flores,TX,17,R,85,0.929411765,0.835597,17.5
0,house,F000462,Frankel,FL,21,Democrat,172,0.139534884,0.21755301,-19.5
115,house,F000462,Frankel,FL,21,D,87,0.206896552,0.34399633,-19.5
116,house,F000462,Frankel,FL,21,D,82,0.073170732,0.09072552,-19.5
117,house,F000462,Frankel,FL,21,D,3,0,0.01731484,-19.5
0,house,F000464,Faso,NY,19,Republican,96,0.895833333,0.81333017,6.8
115,house,F000464,Faso,NY,19,R,96,0.895833333,0.81333017,6.8
0,house,F000465,Ferguson,GA,3,Republican,186,0.940860215,0.93444865,31.5
115,house,F000465,Ferguson,GA,3,R,96,0.96875,0.94770169,31.5
116,house,F000465,Ferguson,GA,3,R,87,0.931034483,0.9235629,31.5
117,house,F000465,Ferguson,GA,3,R,3,0.333333333,0.82603808,31.5
0,house,F000466,Fitzpatrick,PA,1,Republican,186,0.61827957,0.4622167,-2
115,house,F000466,Fitzpatrick,PA,8,R,96,0.84375,0.69809505,0.2
116,house,F000466,Fitzpatrick,PA,1,R,87,0.379310345,0.21177516,-2
117,house,F000466,Fitzpatrick,PA,1,R,3,0.333333333,0.17691399,-2
0,house,F000467,Finkenauer,IA,1,Democrat,89,0.08988764,0.37315719,3.5
116,house,F000467,Finkenauer,IA,1,D,89,0.08988764,0.37315719,3.5
0,house,F000468,Fletcher,TX,7,Democrat,92,0.097826087,0.22303429,-1.4
116,house,F000468,Fletcher,TX,7,D,89,0.101123596,0.22423074,-1.4
117,house,F000468,Fletcher,TX,7,D,3,0,0.1875396,-1.4
0,house,F000469,Fulcher,ID,1,Republican,92,0.956521739,0.93009032,38.3
116,house,F000469,Fulcher,ID,1,R,89,0.95505618,0.93123945,38.3
117,house,F000469,Fulcher,ID,1,R,3,1,0.89599941,38.3
0,house,F000470,Fischbach,MN,7,Republican,3,1,0.81742668,30.8
117,house,F000470,Fischbach,MN,7,R,3,1,0.81742668,30.8
0,house,F000471,Fitzgerald,WI,5,Republican,3,1,0.65034494,20.1
117,house,F000471,Fitzgerald,WI,5,R,3,1,0.65034494,20.1
0,house,F000472,Franklin,FL,15,Republican,3,1,0.43417815,10
117,house,F000472,Franklin,FL,15,R,3,1,0.43417815,10
0,house,G000061,Garcia,CA,25,Republican,19,0.842105263,0.1882737,-6.7
116,house,G000061,Garcia,CA,25,R,16,0.8125,0.20363644,-6.7
117,house,G000061,Garcia,CA,25,R,3,1,0.10633912,-6.7
0,house,G000289,Goodlatte,VA,6,Republican,96,0.958333333,0.93895541,24.8
115,house,G000289,Goodlatte,VA,6,R,96,0.958333333,0.93895541,24.8
0,house,G000377,Granger,TX,12,Republican,164,0.957317073,0.92841949,30.2
115,house,G000377,Granger,TX,12,R,89,0.97752809,0.94333644,30.2
116,house,G000377,Granger,TX,12,R,75,0.933333333,0.91071803,30.2
0,house,G000410,Green,TX,29,Democrat,90,0.288888889,0.19687739,-45.7
115,house,G000410,Green,TX,29,D,90,0.288888889,0.19687739,-45.7
0,house,G000535,Gutiérrez,IL,4,Democrat,87,0.114942529,0.15013277,-68.9
115,house,G000535,Gutiérrez,IL,4,D,87,0.114942529,0.15013277,-68.9
0,house,G000546,Graves,MO,6,Republican,179,0.932960894,0.93743984,31.4
115,house,G000546,Graves,MO,6,R,89,0.97752809,0.9560052,31.4
116,house,G000546,Graves,MO,6,R,87,0.885057471,0.92233097,31.4
117,house,G000546,Graves,MO,6,R,3,1,0.82482451,31.4
0,house,G000551,Grijalva,AZ,3,Democrat,185,0.075675676,0.15647485,-29.9
115,house,G000551,Grijalva,AZ,3,D,96,0.104166667,0.24518122,-29.9
116,house,G000551,Grijalva,AZ,3,D,86,0.046511628,0.06281023,-29.9
117,house,G000551,Grijalva,AZ,3,D,3,0,0.00292341,-29.9
0,house,G000552,Gohmert,TX,1,Republican,180,0.861111111,0.94091977,46.9
115,house,G000552,Gohmert,TX,1,R,92,0.804347826,0.94841722,46.9
116,house,G000552,Gohmert,TX,1,R,85,0.917647059,0.93240028,46.9
117,house,G000552,Gohmert,TX,1,R,3,1,0.95238347,46.9
0,house,G000553,Green,TX,9,Democrat,188,0.117021277,0.11017365,-61.3
115,house,G000553,Green,TX,9,D,96,0.177083333,0.15970404,-61.3
116,house,G000553,Green,TX,9,D,89,0.056179775,0.06046116,-61.3
117,house,G000553,Green,TX,9,D,3,0,4.74E-06,-61.3
0,house,G000558,Guthrie,KY,2,Republican,184,0.951086957,0.94007141,39.9
115,house,G000558,Guthrie,KY,2,R,96,0.989583333,0.95071155,39.9
116,house,G000558,Guthrie,KY,2,R,85,0.929411765,0.92915003,39.9
117,house,G000558,Guthrie,KY,2,R,3,0.333333333,0.90902579,39.9
0,house,G000559,Garamendi,CA,3,Democrat,185,0.178378378,0.27078575,-12.6
115,house,G000559,Garamendi,CA,3,D,95,0.284210526,0.43090728,-12.6
116,house,G000559,Garamendi,CA,3,D,87,0.068965517,0.1035733,-12.6
117,house,G000559,Garamendi,CA,3,D,3,0,0.04943139,-12.6
0,house,G000560,Graves,GA,14,Republican,176,0.977272727,0.95948823,52.9
115,house,G000560,Graves,GA,14,R,95,0.978947368,0.94885113,52.9
116,house,G000560,Graves,GA,14,R,81,0.975308642,0.97196384,52.9
0,house,G000563,Gibbs,OH,7,Republican,182,0.950549451,0.93352586,29.7
115,house,G000563,Gibbs,OH,7,R,96,0.96875,0.9461453,29.7
116,house,G000563,Gibbs,OH,7,R,83,0.927710843,0.92363534,29.7
117,house,G000563,Gibbs,OH,7,R,3,1,0.80334119,29.7
0,house,G000565,Gosar,AZ,4,Republican,173,0.861271676,0.93838831,40.2
115,house,G000565,Gosar,AZ,4,R,90,0.777777778,0.94760983,40.2
116,house,G000565,Gosar,AZ,4,R,80,0.95,0.92902875,40.2
117,house,G000565,Gosar,AZ,4,R,3,1,0.91133075,40.2
0,house,G000566,Gowdy,SC,4,Republican,96,0.979166667,0.94068215,25.7
115,house,G000566,Gowdy,SC,4,R,96,0.979166667,0.94068215,25.7
0,house,G000568,Griffith,VA,9,Republican,183,0.901639344,0.94391376,41.5
115,house,G000568,Griffith,VA,9,R,93,0.892473118,0.94925981,41.5
116,house,G000568,Griffith,VA,9,R,87,0.908045977,0.93899499,41.5
117,house,G000568,Griffith,VA,9,R,3,1,0.9208305,41.5
0,house,G000571,Gabbard,HI,2,Democrat,149,0.201342282,0.17620766,-31.8
115,house,G000571,Gabbard,HI,2,D,91,0.252747253,0.22741073,-31.8
116,house,G000571,Gabbard,HI,2,D,58,0.120689655,0.09587181,-31.8
0,house,G000574,Gallego,AZ,7,Democrat,184,0.119565217,0.12454446,-49.2
115,house,G000574,Gallego,AZ,7,D,94,0.170212766,0.18346223,-49.2
116,house,G000574,Gallego,AZ,7,D,87,0.068965517,0.06517836,-49.2
117,house,G000574,Gallego,AZ,7,D,3,0,7.16E-05,-49.2
0,house,G000576,Grothman,WI,6,Republican,186,0.919354839,0.86344596,16.9
115,house,G000576,Grothman,WI,6,R,96,0.9375,0.91080976,16.9
116,house,G000576,Grothman,WI,6,R,87,0.91954023,0.8207116,16.9
117,house,G000576,Grothman,WI,6,R,3,0.333333333,0.58710104,16.9
0,house,G000577,Graves,LA,6,Republican,186,0.903225806,0.94115237,33.8
115,house,G000577,Graves,LA,6,R,96,0.885416667,0.94910788,33.8
116,house,G000577,Graves,LA,6,R,87,0.931034483,0.93543293,33.8
117,house,G000577,Graves,LA,6,R,3,0.666666667,0.85243971,33.8
0,house,G000578,Gaetz,FL,1,Republican,180,0.85,0.94395893,39.3
115,house,G000578,Gaetz,FL,1,R,95,0.810526316,0.95013337,39.3
116,house,G000578,Gaetz,FL,1,R,82,0.890243902,0.93825703,39.3
117,house,G000578,Gaetz,FL,1,R,3,1,0.90428665,39.3
0,house,G000579,Gallagher,WI,8,Republican,180,0.866666667,0.86804965,17.6
115,house,G000579,Gallagher,WI,8,R,96,0.9375,0.91454741,17.6
116,house,G000579,Gallagher,WI,8,R,81,0.802469136,0.82281581,17.6
117,house,G000579,Gallagher,WI,8,R,3,0.333333333,0.60143495,17.6
0,house,G000580,Garrett,VA,5,Republican,90,0.8,0.86515363,11.1
115,house,G000580,Garrett,VA,5,R,90,0.8,0.86515363,11.1
0,house,G000581,Gonzalez,TX,15,Democrat,185,0.221621622,0.23036265,-16.7
115,house,G000581,Gonzalez,TX,15,D,95,0.347368421,0.36515802,-16.7
116,house,G000581,Gonzalez,TX,15,D,87,0.091954023,0.09018629,-16.7
117,house,G000581,Gonzalez,TX,15,D,3,0,0.02695688,-16.7
0,house,G000583,Gottheimer,NJ,5,Democrat,187,0.320855615,0.50853865,1.1
115,house,G000583,Gottheimer,NJ,5,D,96,0.552083333,0.71590437,1.1
116,house,G000583,Gottheimer,NJ,5,D,88,0.079545455,0.2916355,1.1
117,house,G000583,Gottheimer,NJ,5,D,3,0,0.23532787,1.1
0,house,G000584,Gianforte,MT,0,Republican,150,0.933333333,0.88492674,20.42273211
115,house,G000584,Gianforte,MT,0,R,62,0.935483871,0.90475126,20.42273211
116,house,G000584,Gianforte,MT,0,R,88,0.931818182,0.87095947,20.42273211
0,house,G000585,Gomez,CA,34,Democrat,149,0.127516779,0.0985549,-72.9
115,house,G000585,Gomez,CA,34,D,57,0.175438596,0.16689769,-72.9
116,house,G000585,Gomez,CA,34,D,89,0.101123596,0.05810687,-72.9
117,house,G000585,Gomez,CA,34,D,3,0,2.50E-07,-72.9
0,house,G000586,García,IL,4,Democrat,92,0.086956522,0.05692603,-68.9
116,house,G000586,García,IL,4,D,89,0.08988764,0.05884486,-68.9
117,house,G000586,García,IL,4,D,3,0,7.30E-07,-68.9
0,house,G000587,Garcia,TX,29,Democrat,92,0.076086957,0.06279702,-45.7
116,house,G000587,Garcia,TX,29,D,89,0.078651685,0.06490881,-45.7
117,house,G000587,Garcia,TX,29,D,3,0,1.47E-04,-45.7
0,house,G000588,Gonzalez,OH,16,Republican,91,0.857142857,0.80725519,16.6
116,house,G000588,Gonzalez,OH,16,R,88,0.886363636,0.81497264,16.6
117,house,G000588,Gonzalez,OH,16,R,3,0,0.58087652,16.6
0,house,G000589,Gooden,TX,5,Republican,91,0.945054945,0.91072523,28.4
116,house,G000589,Gooden,TX,5,R,88,0.943181818,0.91498367,28.4
117,house,G000589,Gooden,TX,5,R,3,1,0.78581076,28.4
0,house,G000590,Green,TN,7,Republican,88,0.909090909,0.92821424,39.3
116,house,G000590,Green,TN,7,R,85,0.905882353,0.92905874,39.3
117,house,G000590,Green,TN,7,R,3,1,0.90428665,39.3
0,house,G000591,Guest,MS,3,Republican,92,0.945652174,0.89489898,24.5
116,house,G000591,Guest,MS,3,R,89,0.943820225,0.90054788,24.5
117,house,G000591,Guest,MS,3,R,3,1,0.72731485,24.5
0,house,G000592,Golden,ME,2,Democrat,92,0.130434783,0.63574734,10.3
116,house,G000592,Golden,ME,2,D,89,0.134831461,0.64230771,10.3
117,house,G000592,Golden,ME,2,D,3,0,0.44112292,10.3
0,house,G000593,Giménez,FL,26,Republican,3,1,0.02866636,-16.3
117,house,G000593,Giménez,FL,26,R,3,1,0.02866636,-16.3
0,house,G000594,Gonzales,TX,23,Republican,3,0.333333333,0.1535017,-3.4
117,house,G000594,Gonzales,TX,23,R,3,0.333333333,0.1535017,-3.4
0,house,G000595,Good,VA,5,Republican,3,1,0.45957391,11.1
117,house,G000595,Good,VA,5,R,3,1,0.45957391,11.1
0,house,G000596,Greene,GA,14,Republican,3,1,0.97484344,52.9
117,house,G000596,Greene,GA,14,R,3,1,0.97484344,52.9
0,house,G000597,Garbarino,NY,2,Republican,3,0.333333333,0.41329249,9.1
117,house,G000597,Garbarino,NY,2,R,3,0.333333333,0.41329249,9.1
0,house,H000324,Hastings,FL,20,Democrat,175,0.097142857,0.11193214,-62.1
115,house,H000324,Hastings,FL,20,D,90,0.122222222,0.15804055,-62.1
116,house,H000324,Hastings,FL,20,D,84,0.071428571,0.0638628,-62.1
117,house,H000324,Hastings,FL,20,D,1,0,0,-62.1
0,house,H000874,Hoyer,MD,5,Democrat,187,0.128342246,0.15251906,-32
115,house,H000874,Hoyer,MD,5,D,95,0.189473684,0.23352122,-32
116,house,H000874,Hoyer,MD,5,D,89,0.06741573,0.07112957,-32
117,house,H000874,Hoyer,MD,5,D,3,0,0.0020056,-32
0,house,H001036,Hensarling,TX,5,Republican,96,0.947916667,0.94471163,28.4
115,house,H001036,Hensarling,TX,5,R,96,0.947916667,0.94471163,28.4
0,house,H001038,Higgins,NY,26,Democrat,186,0.139784946,0.20707656,-19.6
115,house,H001038,Higgins,NY,26,D,94,0.223404255,0.3302011,-19.6
116,house,H001038,Higgins,NY,26,D,89,0.056179775,0.08344075,-19.6
